Campaign,Ad group,Match type,Keyword,Final URL
Small City Cash Sellers,Sanger | High Intent,Exact,[sell my house fast Sanger],https://www.alderheritagehomes.com/sell-my-house-sanger-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""cash home buyer Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house as is Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house as is Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell inherited house Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell inherited house Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house in probate Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house in probate Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house with tenants Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house with tenants Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell tired landlord house Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell tired landlord house Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house title issues Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house title issues Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house deed problems Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house deed problems Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house with liens Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house with liens Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house before foreclosure Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house before foreclosure Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house with squatters Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house with squatters Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell vacant house Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell vacant house Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell boarded up house Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell boarded up house Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell fire damaged house Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell fire damaged house Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell water damaged house Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell water damaged house Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house unpaid property taxes Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house unpaid property taxes Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[sell house medical bills Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""sell house medical bills Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Exact,[direct cash buyer not wholesaler Kingsburg],https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kingsburg | High Intent,Phrase,"""direct cash buyer not wholesaler Kingsburg""",https://www.alderheritagehomes.com/sell-my-house-kingsburg-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell my house fast Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell my house fast Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[we buy houses Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""we buy houses Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[cash home buyer Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""cash home buyer Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house as is Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house as is Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell inherited house Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell inherited house Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house in probate Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house in probate Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house with tenants Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house with tenants Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell tired landlord house Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell tired landlord house Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house title issues Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house title issues Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house deed problems Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house deed problems Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house with liens Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house with liens Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house before foreclosure Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house before foreclosure Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house with squatters Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house with squatters Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell vacant house Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell vacant house Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell boarded up house Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell boarded up house Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell fire damaged house Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell fire damaged house Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell water damaged house Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell water damaged house Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house unpaid property taxes Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house unpaid property taxes Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[sell house medical bills Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""sell house medical bills Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Exact,[direct cash buyer not wholesaler Kerman],https://www.alderheritagehomes.com/sell-my-house-kerman-ca
Small City Cash Sellers,Kerman | High Intent,Phrase,"""direct cash buyer not wholesaler Kerman""",https://www.alderheritagehomes.com/sell-my-house-kerman-ca
